name,booth,homepage,categories,overview,partner_url
Greenoco,hall1 Booth J38-005,https://greenoco.io,"Climate Tech, Marketing & Advertising, Artificial Intelligence","With Greenoco, manage the environmental impact of your websites while improving their performance. A Saas BtoB platform to assess the carbon impact of your sites, identify the most relevant optimizations, save time and improve loading times, SEO, SEA, ...",https://vivatechnology.com/partners/greenoco
GROUPE SNCF,hall1 Booth D17,https://www.groupe-sncf.com/en,"Artificial Intelligence, Connectivity, Cloud & Infrastructure, Cybersecurity, Data Management & CRM, Mobility & Smart Cities","SNCF Group is a state-owned entity whose role is to provide sustainable mobility, with a French railway company at its core and two strategic subsidiaries, Keolis and Geodis. The integrated structuring of SNCF Group's businesses around its rail transport activity optimizes costs and the overall impact of transport on society as a whole: customers (both passengers and shippers), citizens, local communities, and economic stakeholders. Our activities have a key role to play considering that transport accounts for 30% of global CO2 emissions",https://vivatechnology.com/partners/groupe-sncf
Guepard,hall1 Booth G12-029,https://www.guepard.run/,Cloud & Infrastructure,"Guepard is the only tool you need to manage lower data environments. Instantly spin up production-grade databases with zero-copy provisioning, branch them like code, and time travel across snapshots. 
The Turbo-Git for databases.",https://vivatechnology.com/partners/guepard
H Company,hall1 Booth F25-013,https://www.hcompany.ai/,Artificial Intelligence,"H Company is building the next generation of enterprise software powered by AI agents that observe, decide, and act. H products are autonomous by design, turning high-level goals into real execution across complex workflows.",https://vivatechnology.com/partners/h-company
HairCoSys Limited,hall1 Booth F48-010,https://haircosys.com,"Artificial Intelligence, Healthcare & Wellness, Retail & E-commerce","HairCoSys uses AI to analyze hair and scalp health with millions of data points and patented tech, offering personalized assessments and recommendations. It empowers hair pros with objective data for tailored solutions to clients.",https://vivatechnology.com/partners/haircosys-limited
Handiroad,hall1 Booth G12-031,http://handiroad.org/,"Artificial Intelligence, Diversity & Inclusion, Mobility & Smart Cities","Handiroad’s mission is to make the world accessible to everyone by facilitating and securing the daily lives of people with reduced mobility and their caregivers.
We are also committed to promoting digital inclusion and developing inclusive AI.",https://vivatechnology.com/partners/handiroad
HAPPLYZ Medical,hall1 Booth J37-007,https://www.happlyzmedical.com,"Healthcare & Wellness, Artificial Intelligence, Growth & Investment","LORIO is an internationally patented medical device that boosts respiratory rehab compliance by connecting video games to real-time biofeedback, enabling patient engagement and remote monitoring by healthcare professionals. B2B / B2C.",https://vivatechnology.com/partners/happlyz-medical
HARMONIX,hall1 Booth D37-021,https://www.harmonix-tech.com,Healthcare & Wellness,"Harmonix is developing a breakthrough technology to enable both viral and non-viral gene therapies (ASOs, mRNA, plasmid DNA) to cross the blood-brain barrier in a targeted, controlled, and non-invasive manner.",https://vivatechnology.com/partners/harmonix
Hexadone,hall1 Booth G12-070,https://hexadone.fr,"Artificial Intelligence, GovTech & Public sector, Mobility & Smart Cities","HexaDone met la donnée au service des élus et des territoires, HexaDone centralise et structure vos données territoriales, les enrichit par l'intégration de sources externes rigoureusement sélectionnées, les rend exploitables pour des décisions éclairées.",https://vivatechnology.com/partners/hexadone
Hiro Health,hall2 Booth P19-006,https://hiro-health.com,"Healthcare & Wellness, GovTech & Public sector, Growth & Investment","HiRO Health is digitalising healthcare infrastructure in a sustainable way, where all stakeholders are connected through a patient centric EHR system.  Introducing a revolutionary solution in the healthcare sector, especially in developing countries.",https://vivatechnology.com/partners/hiro-health
HKVOR,hall1 Booth D37-009,https://hkvor.com/,"Food & Agriculture, Healthcare & Wellness, Retail & E-commerce","HKVOR extracts bioactive keratin peptides, using a 100% chemically clean process, for nutraceuticals, cosmetics, medical devices, and biomaterials. Circular economy and sustainability.",https://vivatechnology.com/partners/hkvor
HopMed,hall1 Booth L29-003,https://hopmed-ci.com,"Artificial Intelligence, Healthcare & Wellness","HopMed is a digital health platform improving local health outcomes by making care more accessible and proactive. Our AI assistant speaks local languages, our telehealth cabins reach remote communities, and our reward system motivates healthier behaviors.",https://vivatechnology.com/partners/hopmed
Hopways,hall1 Booth J38-015,https://hopways.com,Mobility & Smart Cities,Hopways provides transportation services for children and the elderly.,https://vivatechnology.com/partners/hopways
Horizon,hall1 Booth D15-004,https://www.gethorizon.net/,"Retail & E-commerce, Insurance & Legal, Consulting & B2B services","Horizon is a B2B SaaS that helps innovation, product, and consumer insight teams validate market success for strategic product decisions, pre-market. BSH, Miele, ALH Group, Bosch, Babbel, Hansgrohe, Liebherr, among others, are customers of Horizon.",https://vivatechnology.com/partners/horizon
HORUS 3D,hall1 Booth B30-001,https://horus3d.com,"Industry & Supply Chain, Growth & Investment, Space, Aeronautics & Defense","Horus est une marque française qui conçoit, développe et fabrique un workflow complet et automatisé d’impression 3D destiné au secteur médico-dentaire et audiologie.
Cette solution comprend une imprimante 3D, un post-processeur et les résines associées.",https://vivatechnology.com/partners/horus-3d
Human-Mob,hall1 Booth D53-004,https://www.human-mob.fr/,"GovTech & Public sector, Mobility & Smart Cities, Sports","Human-Mob écoconçoit et industrialise des véhicules innovants pour repenser la mobilité dans les centres urbains.

Nous réinventons les déplacements de courtes distances grâce à des VCAE qui allient technologie de pointe, modularité et durabilité.",https://vivatechnology.com/partners/human-mob
HYPERFOX,hall1 Booth C27-016,https://www.hyperfox.com/,Industry & Supply Chain,"Hyperfox automates your B2B order processing flow by capturing, validating, and syncing every incoming order with your systems, fully checked against customer contracts. Less manual work. Fewer mistakes. Faster operations.",https://vivatechnology.com/partners/hyperfox
IA Medical,hall1 Booth G12-032,,"Artificial Intelligence, Diversity & Inclusion, Healthcare & Wellness","IA Medical, improves access to care by combining agentic artificial intelligence with human expertise in mental health. Thanks to our E-Health Cube, a connected mobile cabin simplifies the patient journey, particularly in medical deserts.",https://vivatechnology.com/partners/ia-medical
IBM,hall1 Booth H47,https://www.ibm.com/us-en,"Artificial Intelligence, Deep Tech & Quantum Computing, Cloud & Infrastructure, Diversity & Inclusion, HR & Future of Work","At IBM we believe in progress and in technology and we focus on Innovation that matters for our company and for the world. VivaTech is the major event in France to promote Technology and IBM is proud to be associated with this event again this year. We demonstrate IBM's leadership in AI for business, hybrid cloud, automation, and quantum computing areas. We'll also show how IBM and its rich network of partners help businesses innovate with confidence and at scale. 
IBM will present the innovations and future developments of the technology mainly on: 
• Artificial Intelligence: IBM AI is open, targeted, trusted, governed and secure. IBM helps clients transform into AI-first enterprises to drive productivity at scale by leveraging trusted enterprise data, make it easier to build, deploy and manage AI assistants and agents and automate IT infrastructure through a broad AI-powered automation offer. It prevents companies from leaving a graveyard of promising proofs-of-concept that never go into production.",https://vivatechnology.com/partners/ibm
IDCITI,hall1 Booth D44-007,https://idciti.com,"GovTech & Public sector, Mobility & Smart Cities, Connectivity, Cloud & Infrastructure","IDCITI is a GNSS tech startup offering uGPS, an indoor GNSS solution that provides sub-meter accuracy in GPS-denied areas like tunnels and parking structures. Using SDR, uGPS integrates with existing GPS receivers without extra hardware.",https://vivatechnology.com/partners/idciti
iGlobe Scientific SAS,hall1 Booth D11-063,,"Artificial Intelligence, Consulting & B2B services, Healthcare & Wellness","The iGlobe Scientific startup is dedicated to developing cutting-edge AI-based software for medical devices, with a particular focus on ultrasound imaging and diagnosis. We are focused on edge system deployment for the medical healthcare sector.",https://vivatechnology.com/partners/iglobe-scientific-sas
iLea,hall1 Booth D01-005,https://ileaapp.com,"Artificial Intelligence, Luxury, Fashion & Cosmetics, Entertainment, Media & Creators Economy","iLea is an AI-powered personal style advisor that helps you discover your style, create better outfits from what you own, and shop smarter. It learns your wardrobe and preferences to offer truly personalized fashion guidance.",https://vivatechnology.com/partners/ilea
